date,users, sessionLength,event_count
2019-03-04 05:00:00,193,245,220
2019-03-04 06:00:00,209,215,243
2019-03-04 07:00:00,221,221,245
2019-03-04 08:00:00,274,-33,306
2019-03-04 09:00:00,254,184,279
2019-03-04 10:00:00,253,185,279
2019-03-04 11:00:00,227,241,256
2019-03-04 12:00:00,222,222,251
2019-03-04 13:00:00,243,-98,261
2019-03-04 14:00:00,226,227,253
2019-03-04 15:00:00,175,-152,190
2019-03-04 16:00:00,180,241,192
2019-03-04 17:00:00,101,293,104
2019-03-04 18:00:00,87,310,92
2019-03-04 19:00:00,44,346,47
2019-03-04 20:00:00,39,239,42
2019-03-04 21:00:00,41,354,44
2019-03-04 22:00:00,34,196,37
2019-03-04 23:00:00,40,238,44
2019-03-05 00:00:00,67,209,81
2019-03-05 01:00:00,98,234,107
2019-03-05 02:00:00,147,150,162
2019-03-05 03:00:00,153,237,165
2019-03-05 04:00:00,163,189,178
2019-03-05 05:00:00,199,174,227
2019-03-05 06:00:00,207,145,240
2019-03-05 07:00:00,227,184,260
2019-03-05 08:00:00,258,217,282
2019-03-05 09:00:00,247,190,279
2019-03-05 10:00:00,203,159,239
2019-03-05 11:00:00,245,184,275
2019-03-05 12:00:00,195,227,223
2019-03-05 13:00:00,235,192,258
2019-03-05 14:00:00,201,-17,224
2019-03-05 15:00:00,147,213,171
2019-03-05 16:00:00,166,305,183
2019-03-05 17:00:00,123,309,140
2019-03-05 18:00:00,77,243,80
2019-03-05 19:00:00,47,172,50
2019-03-05 20:00:00,45,261,45
2019-03-05 21:00:00,30,238,31
2019-03-05 22:00:00,31,274,36
2019-03-05 23:00:00,32,188,36
2019-03-06 00:00:00,70,190,76
2019-03-06 01:00:00,113,265,122
2019-03-06 02:00:00,118,181,126
2019-03-06 03:00:00,182,207,216
2019-03-06 04:00:00,200,197,234
2019-03-06 05:00:00,210,240,231
2019-03-06 06:00:00,275,209,320
2019-03-06 07:00:00,233,227,281
2019-03-06 08:00:00,299,233,345
2019-03-06 09:00:00,263,201,287
2019-03-06 10:00:00,224,203,249
2019-03-06 11:00:00,223,168,269
2019-03-06 12:00:00,201,208,222
2019-03-06 13:00:00,229,221,255
2019-03-06 14:00:00,231,251,249
2019-03-06 15:00:00,161,205,174
2019-03-06 16:00:00,168,-2,185
2019-03-06 17:00:00,117,264,121
2019-03-06 18:00:00,73,272,75
2019-03-06 19:00:00,41,261,45
2019-03-06 20:00:00,35,243,36
2019-03-06 21:00:00,42,87,42
2019-03-06 22:00:00,47,203,54
2019-03-06 23:00:00,29,150,30
2019-03-07 00:00:00,72,276,84
2019-03-07 01:00:00,91,299,104
2019-03-07 02:00:00,126,252,138
2019-03-07 03:00:00,194,39,209
2019-03-07 04:00:00,193,120,214
2019-03-07 05:00:00,212,68,250
2019-03-07 06:00:00,260,232,309
2019-03-07 07:00:00,286,175,343
2019-03-07 08:00:00,273,186,337
2019-03-07 09:00:00,234,249,292
2019-03-07 10:00:00,264,253,299
2019-03-07 11:00:00,218,138,241
2019-03-07 12:00:00,196,235,222
2019-03-07 13:00:00,193,190,213
2019-03-07 14:00:00,248,12,282
2019-03-07 15:00:00,178,195,224
2019-03-07 16:00:00,168,262,184
2019-03-07 17:00:00,107,219,119
2019-03-07 18:00:00,69,16,75
2019-03-07 19:00:00,54,377,64
2019-03-07 20:00:00,43,234,49
2019-03-07 21:00:00,39,241,40
2019-03-07 22:00:00,29,43,33
2019-03-07 23:00:00,31,123,31
2019-03-08 00:00:00,49,-171,53
2019-03-08 01:00:00,70,231,77
2019-03-08 02:00:00,97,169,106
2019-03-08 03:00:00,155,206,169
2019-03-08 04:00:00,161,261,182
2019-03-08 05:00:00,222,212,249
2019-03-08 06:00:00,227,238,247
2019-03-08 07:00:00,236,164,256
2019-03-08 08:00:00,269,179,309
2019-03-08 09:00:00,285,218,314
2019-03-08 10:00:00,229,184,255
2019-03-08 11:00:00,255,206,286
2019-03-08 12:00:00,245,216,266
2019-03-08 13:00:00,240,186,260
2019-03-08 14:00:00,238,222,278
2019-03-08 15:00:00,260,229,290
2019-03-08 16:00:00,195,292,225
2019-03-08 17:00:00,137,229,150
2019-03-08 18:00:00,74,347,76
2019-03-08 19:00:00,40,212,41
2019-03-08 20:00:00,22,232,22
2019-03-08 21:00:00,43,222,47
2019-03-08 22:00:00,36,-89,39
2019-03-08 23:00:00,41,39,43
2019-03-09 00:00:00,72,250,81
2019-03-09 01:00:00,108,299,112
2019-03-09 02:00:00,149,213,164
2019-03-09 03:00:00,208,150,222
2019-03-09 04:00:00,202,219,224
2019-03-09 05:00:00,174,232,190
2019-03-09 06:00:00,236,210,264
2019-03-09 07:00:00,232,78,243
2019-03-09 08:00:00,222,208,248
2019-03-09 09:00:00,190,176,214
2019-03-09 10:00:00,262,200,280
2019-03-09 11:00:00,181,211,199
2019-03-09 12:00:00,184,244,213
2019-03-09 13:00:00,279,239,296
2019-03-09 14:00:00,212,217,241
2019-03-09 15:00:00,196,283,215
2019-03-09 16:00:00,159,272,177
2019-03-09 17:00:00,106,92,114
2019-03-09 18:00:00,62,272,66
2019-03-09 19:00:00,51,295,57
2019-03-09 20:00:00,36,-581,39
2019-03-09 21:00:00,25,338,26
2019-03-09 22:00:00,29,-54,30
2019-03-09 23:00:00,37,349,37
2019-03-10 00:00:00,50,247,54
2019-03-10 01:00:00,99,306,108
2019-03-10 02:00:00,150,22,161
2019-03-10 03:00:00,194,230,209
2019-03-10 04:00:00,182,237,198
2019-03-10 05:00:00,261,-82,285
2019-03-10 06:00:00,227,201,252
2019-03-10 07:00:00,278,190,297
2019-03-10 08:00:00,265,439,296
2019-03-10 09:00:00,175,245,193
2019-03-10 10:00:00,227,195,250
2019-03-10 11:00:00,241,-120,260
2019-03-10 12:00:00,278,232,305
2019-03-10 13:00:00,251,105,273
2019-03-10 14:00:00,226,121,255
2019-03-10 15:00:00,214,233,242
2019-03-10 16:00:00,188,253,199
2019-03-10 17:00:00,201,97,220
2019-03-10 18:00:00,102,184,109
2019-03-10 19:00:00,57,268,60
2019-03-10 20:00:00,48,268,51
2019-03-10 21:00:00,35,345,35
2019-03-10 22:00:00,25,69,27
2019-03-10 23:00:00,42,262,43
2019-03-11 00:00:00,84,114,91
2019-03-11 01:00:00,155,150,165
2019-03-11 02:00:00,162,243,172
2019-03-11 03:00:00,187,211,197
2019-03-11 04:00:00,196,193,224
2019-03-11 05:00:00,229,152,251
2019-03-11 06:00:00,261,197,300
2019-03-11 07:00:00,275,179,310
2019-03-11 08:00:00,311,212,339
2019-03-11 09:00:00,315,161,356
2019-03-11 10:00:00,259,229,284
2019-03-11 11:00:00,284,-122,303
2019-03-11 12:00:00,231,188,259
2019-03-11 13:00:00,239,222,261
2019-03-11 14:00:00,231,43,263
2019-03-11 15:00:00,200,110,252
2019-03-11 16:00:00,191,252,211
2019-03-11 17:00:00,137,186,156
2019-03-11 18:00:00,73,385,85
2019-03-11 19:00:00,53,243,60
2019-03-11 20:00:00,30,353,33
2019-03-11 21:00:00,31,218,33
2019-03-11 22:00:00,27,182,29
2019-03-11 23:00:00,39,175,45
2019-03-12 00:00:00,75,247,89
2019-03-12 01:00:00,136,254,153
2019-03-12 02:00:00,152,292,164
2019-03-12 03:00:00,221,343,238
2019-03-12 04:00:00,195,190,210
2019-03-12 05:00:00,266,229,292
2019-03-12 06:00:00,247,144,270
2019-03-12 07:00:00,280,242,310
2019-03-12 08:00:00,332,198,373
2019-03-12 09:00:00,262,-47,299
2019-03-12 10:00:00,261,276,302
2019-03-12 11:00:00,269,278,312
2019-03-12 12:00:00,266,214,299
2019-03-12 13:00:00,307,74,352
2019-03-12 14:00:00,274,243,304
2019-03-12 15:00:00,203,219,235
2019-03-12 16:00:00,221,315,243
2019-03-12 17:00:00,118,246,138
2019-03-12 18:00:00,100,289,110
2019-03-12 19:00:00,49,310,56
2019-03-12 20:00:00,37,369,39
2019-03-12 21:00:00,36,273,43
2019-03-12 22:00:00,37,256,42
2019-03-12 23:00:00,37,262,40
2019-03-13 00:00:00,57,10,62
2019-03-13 01:00:00,123,773,134
2019-03-13 02:00:00,167,235,184
2019-03-13 03:00:00,242,225,268
2019-03-13 04:00:00,295,45,320
2019-03-13 05:00:00,209,260,223
2019-03-13 06:00:00,238,230,284
2019-03-13 07:00:00,242,223,265
2019-03-13 08:00:00,301,226,343
2019-03-13 09:00:00,257,192,323
2019-03-13 10:00:00,280,191,340
2019-03-13 11:00:00,243,43,284
2019-03-13 12:00:00,230,137,271
2019-03-13 13:00:00,238,195,263
2019-03-13 14:00:00,258,191,278
2019-03-13 15:00:00,197,338,224
2019-03-13 16:00:00,190,300,209
2019-03-13 17:00:00,127,284,142
2019-03-13 18:00:00,84,335,93
2019-03-13 19:00:00,46,304,50
2019-03-13 20:00:00,34,227,36
2019-03-13 21:00:00,27,189,29
2019-03-13 22:00:00,36,-96,43
2019-03-13 23:00:00,41,159,41
2019-03-14 00:00:00,70,114,73
2019-03-14 01:00:00,108,160,112
2019-03-14 02:00:00,144,256,156
2019-03-14 03:00:00,169,215,182
2019-03-14 04:00:00,170,212,202
2019-03-14 05:00:00,192,192,235
2019-03-14 06:00:00,250,217,301
2019-03-14 07:00:00,223,191,278
2019-03-14 08:00:00,295,286,337
2019-03-14 09:00:00,318,224,366
2019-03-14 10:00:00,324,98,382
2019-03-14 11:00:00,234,238,296
2019-03-14 12:00:00,205,-452,233
2019-03-14 13:00:00,254,184,282
2019-03-14 14:00:00,222,192,239
2019-03-14 15:00:00,266,23,291
2019-03-14 16:00:00,207,201,225
2019-03-14 17:00:00,161,183,175
2019-03-14 18:00:00,87,354,100
2019-03-14 19:00:00,67,255,74
2019-03-14 20:00:00,38,272,42
2019-03-14 21:00:00,40,256,42
2019-03-14 22:00:00,43,207,48
2019-03-14 23:00:00,53,84,56
2019-03-15 00:00:00,99,181,102
2019-03-15 01:00:00,113,227,126
2019-03-15 02:00:00,131,246,145
2019-03-15 03:00:00,198,228,213
2019-03-15 04:00:00,231,195,268
2019-03-15 05:00:00,234,240,267
2019-03-15 06:00:00,238,236,272
2019-03-15 07:00:00,226,218,262
2019-03-15 08:00:00,253,190,298
2019-03-15 09:00:00,264,343,295
2019-03-15 10:00:00,237,234,267
2019-03-15 11:00:00,254,180,285
2019-03-15 12:00:00,250,189,274
2019-03-15 13:00:00,278,141,313
2019-03-15 14:00:00,265,236,283
2019-03-15 15:00:00,219,217,240
2019-03-15 16:00:00,215,220,233
2019-03-15 17:00:00,160,187,179
2019-03-15 18:00:00,95,337,107
2019-03-15 19:00:00,60,286,64
2019-03-15 20:00:00,49,384,54
2019-03-15 21:00:00,38,257,47
2019-03-15 22:00:00,49,273,53
2019-03-15 23:00:00,48,165,54
2019-03-16 00:00:00,79,257,84
2019-03-16 01:00:00,108,255,118
2019-03-16 02:00:00,150,253,155
2019-03-16 03:00:00,170,233,184
2019-03-16 04:00:00,171,238,183
2019-03-16 05:00:00,165,226,183
2019-03-16 06:00:00,222,237,241
2019-03-16 07:00:00,224,136,251
2019-03-16 08:00:00,261,223,281
2019-03-16 09:00:00,232,199,255
2019-03-16 10:00:00,221,299,242
2019-03-16 11:00:00,309,232,346
2019-03-16 12:00:00,259,252,277
2019-03-16 13:00:00,316,241,352
2019-03-16 14:00:00,280,71,317
2019-03-16 15:00:00,245,245,266
2019-03-16 16:00:00,235,250,251
2019-03-16 17:00:00,173,-143,193
2019-03-16 18:00:00,127,272,147
2019-03-16 19:00:00,68,-55,69
2019-03-16 20:00:00,49,290,50
2019-03-16 21:00:00,42,334,45
2019-03-16 22:00:00,33,34,34
2019-03-16 23:00:00,48,420,49
2019-03-17 00:00:00,81,84,96
2019-03-17 01:00:00,133,250,142
2019-03-17 02:00:00,184,242,199
2019-03-17 03:00:00,205,257,224
2019-03-17 04:00:00,229,251,240
2019-03-17 05:00:00,282,232,304
2019-03-17 06:00:00,290,145,321
2019-03-17 07:00:00,284,273,309
2019-03-17 08:00:00,314,15,338
2019-03-17 09:00:00,289,120,316
2019-03-17 10:00:00,285,174,311
2019-03-17 11:00:00,274,188,303
2019-03-17 12:00:00,268,229,292
2019-03-17 13:00:00,305,281,329
2019-03-17 14:00:00,345,236,371
2019-03-17 15:00:00,333,179,368
2019-03-17 16:00:00,217,256,244
2019-03-17 17:00:00,165,273,176
2019-03-17 18:00:00,95,230,105
2019-03-17 19:00:00,64,167,67
2019-03-17 20:00:00,35,215,39
2019-03-17 21:00:00,35,225,43
2019-03-17 22:00:00,36,101,38
2019-03-17 23:00:00,73,163,76
2019-03-18 00:00:00,91,483,99
2019-03-18 01:00:00,143,250,156
2019-03-18 02:00:00,179,169,194
2019-03-18 03:00:00,224,215,237
2019-03-18 04:00:00,237,166,258
2019-03-18 05:00:00,237,179,275
2019-03-18 06:00:00,234,231,261
2019-03-18 07:00:00,285,236,331
2019-03-18 08:00:00,321,-87,371
2019-03-18 09:00:00,301,139,347
2019-03-18 10:00:00,288,224,340
2019-03-18 11:00:00,257,218,323
2019-03-18 12:00:00,246,232,282
2019-03-18 13:00:00,343,216,370
2019-03-18 14:00:00,306,387,343
2019-03-18 15:00:00,281,-170,317
2019-03-18 16:00:00,218,36,236
2019-03-18 17:00:00,153,235,175
2019-03-18 18:00:00,90,279,103
2019-03-18 19:00:00,64,4,69
2019-03-18 20:00:00,45,324,49
2019-03-18 21:00:00,32,-478,36
2019-03-18 22:00:00,57,245,71
2019-03-18 23:00:00,65,-156,67
2019-03-19 00:00:00,81,260,86
2019-03-19 01:00:00,151,260,164
2019-03-19 02:00:00,195,207,210
2019-03-19 03:00:00,258,163,276
2019-03-19 04:00:00,272,323,294
2019-03-19 05:00:00,288,73,343
2019-03-19 06:00:00,341,211,409
2019-03-19 07:00:00,331,181,386
2019-03-19 08:00:00,347,215,397
2019-03-19 09:00:00,335,171,393
2019-03-19 10:00:00,345,3,413
2019-03-19 11:00:00,266,221,316
2019-03-19 12:00:00,263,235,298
2019-03-19 13:00:00,285,813,309
2019-03-19 14:00:00,247,141,281
2019-03-19 15:00:00,240,259,263
2019-03-19 16:00:00,190,277,216
2019-03-19 17:00:00,162,-10,176
2019-03-19 18:00:00,80,339,86
2019-03-19 19:00:00,48,385,51
2019-03-19 20:00:00,38,215,41
2019-03-19 21:00:00,34,122,36
2019-03-19 22:00:00,33,129,34
2019-03-19 23:00:00,65,194,75
2019-03-20 00:00:00,83,203,90
2019-03-20 01:00:00,139,104,156
2019-03-20 02:00:00,146,113,165
2019-03-20 03:00:00,197,98,219
2019-03-20 04:00:00,237,-117,268
2019-03-20 05:00:00,280,181,336
2019-03-20 06:00:00,206,203,245
2019-03-20 07:00:00,256,253,302
2019-03-20 08:00:00,333,247,360
2019-03-20 09:00:00,321,203,375
2019-03-20 10:00:00,282,220,324
2019-03-20 11:00:00,290,169,344
2019-03-20 12:00:00,257,221,290
2019-03-20 13:00:00,327,73,362
2019-03-20 14:00:00,296,209,337
2019-03-20 15:00:00,275,197,297
2019-03-20 16:00:00,233,253,260
2019-03-20 17:00:00,196,147,207
2019-03-20 18:00:00,90,241,92
2019-03-20 19:00:00,64,296,69
2019-03-20 20:00:00,45,210,47
2019-03-20 21:00:00,42,209,46
2019-03-20 22:00:00,33,183,34
2019-03-20 23:00:00,36,-2143,40
2019-03-21 00:00:00,85,160,90
2019-03-21 01:00:00,125,247,132
2019-03-21 02:00:00,173,184,195
2019-03-21 03:00:00,211,230,225
2019-03-21 04:00:00,238,45,274
2019-03-21 05:00:00,304,166,345
2019-03-21 06:00:00,262,163,280
2019-03-21 07:00:00,255,195,279
2019-03-21 08:00:00,231,145,250
2019-03-21 09:00:00,243,249,274
2019-03-21 10:00:00,257,178,282
2019-03-21 11:00:00,279,227,314
2019-03-21 12:00:00,260,217,276
2019-03-21 13:00:00,344,108,368
2019-03-21 14:00:00,324,232,351
2019-03-21 15:00:00,347,240,385
2019-03-21 16:00:00,250,252,276
2019-03-21 17:00:00,172,301,189
2019-03-21 18:00:00,87,286,95
2019-03-21 19:00:00,77,306,81
2019-03-21 20:00:00,49,410,54
2019-03-21 21:00:00,51,236,52
2019-03-21 22:00:00,49,-1483,54
2019-03-21 23:00:00,42,118,43
2019-03-22 00:00:00,112,-134,117
2019-03-22 01:00:00,162,270,182
2019-03-22 02:00:00,190,187,204
2019-03-22 03:00:00,211,243,240
2019-03-22 04:00:00,203,164,235
2019-03-22 05:00:00,277,216,316
2019-03-22 06:00:00,284,218,317
2019-03-22 07:00:00,328,169,381
2019-03-22 08:00:00,321,179,354
2019-03-22 09:00:00,314,187,342
2019-03-22 10:00:00,284,178,317
2019-03-22 11:00:00,300,223,330
2019-03-22 12:00:00,259,159,286
2019-03-22 13:00:00,253,265,281
2019-03-22 14:00:00,276,104,308
2019-03-22 15:00:00,225,335,251
2019-03-22 16:00:00,204,120,231
2019-03-22 17:00:00,152,-811,175
2019-03-22 18:00:00,80,312,86
2019-03-22 19:00:00,53,271,55
2019-03-22 20:00:00,38,203,39
2019-03-22 21:00:00,47,86,48
2019-03-22 22:00:00,36,383,39
2019-03-22 23:00:00,40,267,43
2019-03-23 00:00:00,90,351,92
2019-03-23 01:00:00,118,207,131
2019-03-23 02:00:00,147,231,160
2019-03-23 03:00:00,208,138,227
2019-03-23 04:00:00,198,200,220
2019-03-23 05:00:00,214,334,228
2019-03-23 06:00:00,309,166,337
2019-03-23 07:00:00,327,143,363
2019-03-23 08:00:00,325,223,356
2019-03-23 09:00:00,234,242,249
2019-03-23 10:00:00,346,242,391
2019-03-23 11:00:00,256,222,282
2019-03-23 12:00:00,262,239,277
2019-03-23 13:00:00,354,210,387
2019-03-23 14:00:00,311,233,348
2019-03-23 15:00:00,295,231,326
2019-03-23 16:00:00,263,226,288
2019-03-23 17:00:00,172,127,197
2019-03-23 18:00:00,150,256,160
2019-03-23 19:00:00,83,232,91
2019-03-23 20:00:00,44,311,46
2019-03-23 21:00:00,51,251,55
2019-03-23 22:00:00,31,187,37
2019-03-23 23:00:00,55,337,65
2019-03-24 00:00:00,88,261,91
2019-03-24 01:00:00,141,239,156
2019-03-24 02:00:00,198,210,219
2019-03-24 03:00:00,202,133,222
2019-03-24 04:00:00,181,231,212
2019-03-24 05:00:00,229,180,247
2019-03-24 06:00:00,287,192,327
2019-03-24 07:00:00,321,202,361
2019-03-24 08:00:00,328,224,378
2019-03-24 09:00:00,282,353,314
2019-03-24 10:00:00,271,207,301
2019-03-24 11:00:00,226,215,249
2019-03-24 12:00:00,253,242,277
2019-03-24 13:00:00,271,215,294
2019-03-24 14:00:00,281,43,306
2019-03-24 15:00:00,289,122,320
2019-03-24 16:00:00,279,-22,303
2019-03-24 17:00:00,192,262,213
2019-03-24 18:00:00,117,313,126
2019-03-24 19:00:00,93,233,94
2019-03-24 20:00:00,40,373,43
2019-03-24 21:00:00,45,257,48
2019-03-24 22:00:00,28,324,30
2019-03-24 23:00:00,49,-80,52
2019-03-25 00:00:00,95,241,103
2019-03-25 01:00:00,158,176,173
2019-03-25 02:00:00,204,254,219
2019-03-25 03:00:00,249,225,271
2019-03-25 04:00:00,257,241,277
2019-03-25 05:00:00,301,251,354
2019-03-25 06:00:00,348,186,381
2019-03-25 07:00:00,303,264,325
2019-03-25 08:00:00,356,187,390
2019-03-25 09:00:00,337,237,382
2019-03-25 10:00:00,345,235,386
2019-03-25 11:00:00,296,220,358
2019-03-25 12:00:00,283,214,327
2019-03-25 13:00:00,357,122,383
2019-03-25 14:00:00,272,217,310
2019-03-25 15:00:00,283,229,323
2019-03-25 16:00:00,233,212,255
2019-03-25 17:00:00,158,273,180
2019-03-25 18:00:00,118,282,128
2019-03-25 19:00:00,86,174,90
2019-03-25 20:00:00,49,-781,54
2019-03-25 21:00:00,46,266,48
2019-03-25 22:00:00,45,114,47
2019-03-25 23:00:00,49,144,56
2019-03-26 00:00:00,95,170,102
2019-03-26 01:00:00,163,273,178
2019-03-26 02:00:00,189,229,210
2019-03-26 03:00:00,255,256,282
2019-03-26 04:00:00,303,340,353
2019-03-26 05:00:00,292,133,340
2019-03-26 06:00:00,327,242,369
2019-03-26 07:00:00,323,220,381
2019-03-26 08:00:00,371,161,401
2019-03-26 09:00:00,323,243,362
2019-03-26 10:00:00,345,191,394
2019-03-26 11:00:00,330,196,389
2019-03-26 12:00:00,320,220,365
2019-03-26 13:00:00,317,216,354
2019-03-26 14:00:00,306,10,334
2019-03-26 15:00:00,264,251,291
2019-03-26 16:00:00,230,140,252
2019-03-26 17:00:00,139,-126,157
2019-03-26 18:00:00,88,141,94
2019-03-26 19:00:00,51,225,53
2019-03-26 20:00:00,39,210,43
2019-03-26 21:00:00,47,202,54
2019-03-26 22:00:00,43,213,45
2019-03-26 23:00:00,65,275,68
2019-03-27 00:00:00,73,-305,81
2019-03-27 01:00:00,152,267,165
2019-03-27 02:00:00,189,267,209
2019-03-27 03:00:00,173,193,190
2019-03-27 04:00:00,223,332,255
2019-03-27 05:00:00,264,244,310
2019-03-27 06:00:00,326,209,387
2019-03-27 07:00:00,340,210,393
2019-03-27 08:00:00,372,222,417
2019-03-27 09:00:00,363,243,442
2019-03-27 10:00:00,329,84,397
2019-03-27 11:00:00,294,209,345
2019-03-27 12:00:00,276,225,305
2019-03-27 13:00:00,302,-70,330
2019-03-27 14:00:00,295,239,318
2019-03-27 15:00:00,261,160,286
2019-03-27 16:00:00,266,178,302
2019-03-27 17:00:00,167,328,180
2019-03-27 18:00:00,112,268,113
2019-03-27 19:00:00,59,359,62
2019-03-27 20:00:00,43,166,45
2019-03-27 21:00:00,45,-396,48
2019-03-27 22:00:00,47,-525,52
2019-03-27 23:00:00,59,-173,68
2019-03-28 00:00:00,96,242,107
2019-03-28 01:00:00,131,234,136
2019-03-28 02:00:00,180,239,197
2019-03-28 03:00:00,270,246,296
2019-03-28 04:00:00,271,181,304
2019-03-28 05:00:00,314,211,359
2019-03-28 06:00:00,330,286,380
2019-03-28 07:00:00,283,229,334
2019-03-28 08:00:00,365,226,405
2019-03-28 09:00:00,277,195,310
2019-03-28 10:00:00,268,162,310
2019-03-28 11:00:00,277,270,334
2019-03-28 12:00:00,325,219,360
2019-03-28 13:00:00,256,214,284
2019-03-28 14:00:00,292,216,323
2019-03-28 15:00:00,265,261,289
2019-03-28 16:00:00,232,230,256
2019-03-28 17:00:00,178,253,187
2019-03-28 18:00:00,89,249,99
2019-03-28 19:00:00,74,236,79
2019-03-28 20:00:00,54,-174,67
2019-03-28 21:00:00,55,266,59
2019-03-28 22:00:00,48,-79,51
2019-03-28 23:00:00,53,-125,55
2019-03-29 00:00:00,110,180,118
2019-03-29 01:00:00,152,192,160
2019-03-29 02:00:00,227,35,241
2019-03-29 03:00:00,215,221,229
2019-03-29 04:00:00,219,237,240
2019-03-29 05:00:00,299,167,320
2019-03-29 06:00:00,316,214,355
2019-03-29 07:00:00,327,210,385
2019-03-29 08:00:00,332,204,382
2019-03-29 09:00:00,295,197,331
2019-03-29 10:00:00,313,66,357
2019-03-29 11:00:00,302,221,332
2019-03-29 12:00:00,289,165,317
2019-03-29 13:00:00,262,70,286
2019-03-29 14:00:00,308,243,332
2019-03-29 15:00:00,255,236,275
2019-03-29 16:00:00,244,264,259
2019-03-29 17:00:00,181,307,198
2019-03-29 18:00:00,103,-105,115
2019-03-29 19:00:00,65,137,71
2019-03-29 20:00:00,54,243,55
2019-03-29 21:00:00,42,185,43
2019-03-29 22:00:00,46,261,51
2019-03-29 23:00:00,45,-267,51
2019-03-30 00:00:00,94,336,104
2019-03-30 01:00:00,145,69,155
2019-03-30 02:00:00,204,260,219
2019-03-30 03:00:00,191,244,206
2019-03-30 04:00:00,253,217,269
2019-03-30 05:00:00,267,113,299
2019-03-30 06:00:00,314,258,358
2019-03-30 07:00:00,345,171,383
2019-03-30 08:00:00,259,225,308
2019-03-30 09:00:00,274,250,303
2019-03-30 10:00:00,261,227,293
2019-03-30 11:00:00,240,191,270
2019-03-30 12:00:00,242,230,272
2019-03-30 13:00:00,257,270,289
2019-03-30 14:00:00,292,201,326
2019-03-30 15:00:00,338,171,373
2019-03-30 16:00:00,258,260,279
2019-03-30 17:00:00,158,116,177
2019-03-30 18:00:00,112,246,123
2019-03-30 19:00:00,64,227,75
2019-03-30 20:00:00,39,247,44
2019-03-30 21:00:00,29,425,30
2019-03-30 22:00:00,40,-756,44
2019-03-30 23:00:00,45,27,49
2019-03-31 00:00:00,87,251,91
2019-03-31 01:00:00,131,298,145
2019-03-31 02:00:00,173,232,213
2019-03-31 03:00:00,196,403,228
2019-03-31 04:00:00,184,179,210
2019-03-31 05:00:00,220,251,245
2019-03-31 06:00:00,246,240,277
2019-03-31 07:00:00,303,219,338
2019-03-31 08:00:00,300,191,332
2019-03-31 09:00:00,209,7,230
2019-03-31 10:00:00,241,12,272
2019-03-31 11:00:00,268,-76,291
2019-03-31 12:00:00,245,212,264
2019-03-31 13:00:00,272,131,299
2019-03-31 14:00:00,406,218,446
2019-03-31 15:00:00,325,193,359
2019-03-31 16:00:00,253,226,280
2019-03-31 17:00:00,196,299,213
2019-03-31 18:00:00,110,300,119
2019-03-31 19:00:00,75,307,83
2019-03-31 20:00:00,36,263,37
2019-03-31 21:00:00,34,329,40
2019-03-31 22:00:00,40,187,42
2019-03-31 23:00:00,71,212,78
2019-04-01 00:00:00,108,-2,114
2019-04-01 01:00:00,133,208,149
2019-04-01 02:00:00,223,148,247
2019-04-01 03:00:00,241,221,264
2019-04-01 04:00:00,268,175,291
2019-04-01 05:00:00,293,250,335
2019-04-01 06:00:00,359,107,409
2019-04-01 07:00:00,301,217,340
2019-04-01 08:00:00,342,93,387
2019-04-01 09:00:00,339,237,383
2019-04-01 10:00:00,369,232,420
2019-04-01 11:00:00,314,207,344
2019-04-01 12:00:00,286,228,312
2019-04-01 13:00:00,278,-70,314
2019-04-01 14:00:00,319,44,348
2019-04-01 15:00:00,249,231,282
2019-04-01 16:00:00,228,281,258
2019-04-01 17:00:00,176,40,194
2019-04-01 18:00:00,104,260,115
2019-04-01 19:00:00,53,253,58
2019-04-01 20:00:00,39,527,41
2019-04-01 21:00:00,35,270,40
2019-04-01 22:00:00,31,285,31
2019-04-01 23:00:00,45,198,48
2019-04-02 00:00:00,97,239,102
2019-04-02 01:00:00,149,293,161
2019-04-02 02:00:00,221,232,247
2019-04-02 03:00:00,270,234,298
2019-04-02 04:00:00,251,347,302
2019-04-02 05:00:00,316,250,358
2019-04-02 06:00:00,356,243,400
2019-04-02 07:00:00,320,-12,353
2019-04-02 08:00:00,326,239,360
2019-04-02 09:00:00,342,199,386
2019-04-02 10:00:00,329,81,369
2019-04-02 11:00:00,323,172,379
2019-04-02 12:00:00,287,282,344
2019-04-02 13:00:00,276,177,315
2019-04-02 14:00:00,325,220,357
2019-04-02 15:00:00,272,200,301
2019-04-02 16:00:00,243,232,268
2019-04-02 17:00:00,147,310,160
2019-04-02 18:00:00,123,351,130
2019-04-02 19:00:00,76,154,78
2019-04-02 20:00:00,46,248,49
2019-04-02 21:00:00,38,274,38
2019-04-02 22:00:00,45,284,47
2019-04-02 23:00:00,57,30,61
2019-04-03 00:00:00,110,254,117
2019-04-03 01:00:00,141,225,151
2019-04-03 02:00:00,224,-109,240
2019-04-03 03:00:00,222,43,236
2019-04-03 04:00:00,237,186,250
2019-04-03 05:00:00,255,239,291
2019-04-03 06:00:00,349,280,400
2019-04-03 07:00:00,313,237,356
2019-04-03 08:00:00,315,145,337
2019-04-03 09:00:00,348,219,390
2019-04-03 10:00:00,391,242,435
2019-04-03 11:00:00,366,223,401
2019-04-03 12:00:00,333,243,372
2019-04-03 13:00:00,360,231,395
2019-04-03 14:00:00,330,188,356
2019-04-03 15:00:00,305,241,349
2019-04-03 16:00:00,300,236,324
2019-04-03 17:00:00,216,233,265
